Run ID,Wrapper Tier,Data Type,Source,Wrapper Template,Endpoint URL,Targetted Extracted Attributes,Status,Error Rate (%),Notes/Error Details
RUN_094,Tier 0,tabular,DisGeNET,my_table_table_wrapper_1702a20e-41ff-45f6-be1c-b04b99308536.json,https://disgenet.com/search?view=GENES&idents=4233&source=ALL&tab=GDA,"Disease, N genes, N variants, DPI, DSI, Score_gda",Success,0.0,No extraction errors observed
RUN_095,Tier 0,tabular,DisGeNET,my_table_table_wrapper_432d92cc-a33c-4a07-88a7-152154384367.json,https://disgenet.com/search?view=GENES&idents=238&source=CURATED&tab=GDA,"Disease, N genes, N variants, DPI, DSI, Score_gda",Success,0.0,No extraction errors observed
RUN_096,Tier 0,tabular,DisGeNET,my_table_table_wrapper_a6e8c724-99ff-43c4-b2e8-f71ba2eb0990.json,https://disgenet.com/search?view=GENES&idents=6093&source=ALL&tab=GDA,"Disease, N genes, N variants, DPI, DSI, Score_gda",Success,1.31,Minor parsing artifact / formatting mismatch
RUN_097,Tier 0,tabular,DisGeNET,my_table_table_wrapper_8f3cc43f-9755-41c0-b053-c9859b154e70.json,https://disgenet.com/search?view=GENES&idents=673&source=CURATED&tab=GDA,"Disease, N genes, N variants, DPI, DSI, Score_gda",Success,0.16,Minor parsing artifact / formatting mismatch
RUN_098,Tier 0,tabular,DisGeNET,my_table_table_wrapper_00ce0c46-5ef3-4edd-b71d-d4790c0959d4.json,https://disgenet.com/search?view=GENES&idents=3717&source=ALL&tab=GDA,"Disease, N genes, N variants, DPI, DSI, Score_gda",Success,0.0,No extraction errors observed
RUN_099,Tier 0,tabular,DisGeNET,my_table_table_wrapper_6b320d75-0c0b-4750-a087-0ee931b103f1.json,https://disgenet.com/search?view=GENES&idents=4361&source=CURATED&tab=GDA,"Disease, N genes, N variants, DPI, DSI, Score_gda",Success,1.45,Minor parsing artifact / formatting mismatch
RUN_100,Tier 0,tabular,DisGeNET,my_table_table_wrapper_646c6a9d-4a27-437b-9330-8595575e2fe8.json,https://disgenet.com/search?view=GENES&idents=811&source=ALL&tab=GDA,"Disease, N genes, N variants, DPI, DSI, Score_gda",Success,0.91,Minor parsing artifact / formatting mismatch
RUN_101,Tier 1,tabular,DisGeNET,my_table_table_wrapper_1a94dce3-43ec-43ae-a836-7269e0db0444.json,https://disgenet.com/search?view=GENES&idents=10000&source=CURATED&tab=GDA,"Disease, N genes, N variants, DPI, DSI, Score_gda",Success,1.53,Minor parsing artifact / formatting mismatch
RUN_102,Tier 1,general,GWAS Catalog,my_general_general_wrapper_79328da4-ef9c-4c7a-8236-a425fb66869a.json,https://www.ebi.ac.uk/gwas/search?query=diabetes,"Title, Author, PMID",Success,0.47,Minor parsing artifact / formatting mismatch
RUN_103,Tier 1,general,GWAS Catalog,my_general_general_wrapper_3163a177-6420-491b-98f8-d84e0d361e27.json,https://www.ebi.ac.uk/gwas/search?query=obesity,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_104,Tier 1,general,GWAS Catalog,my_general_general_wrapper_bbaba23f-ceb1-463d-8eab-b52bb94efa60.json,https://www.ebi.ac.uk/gwas/search?query=hypertension,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_105,Tier 1,general,GWAS Catalog,my_general_general_wrapper_780fa7f3-da01-4ac9-8f55-ac4c483e3e9d.json,https://www.ebi.ac.uk/gwas/search?query=alzheimer,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_106,Tier 1,general,GWAS Catalog,my_general_general_wrapper_3650ee73-e0dd-41b5-b37f-b0e7d8c7a77a.json,https://www.ebi.ac.uk/gwas/search?query=schizophrenia,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_107,Tier 1,general,GWAS Catalog,my_general_general_wrapper_b627e185-0463-4c19-8bea-f607a3892dc3.json,https://www.ebi.ac.uk/gwas/search?query=asthma,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_108,Tier 1,general,GWAS Catalog,my_general_general_wrapper_615c0e46-77c1-4830-b453-c9d00203e841.json,https://www.ebi.ac.uk/gwas/search?query=stroke,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_109,Tier 1,general,GWAS Catalog,my_general_general_wrapper_52e9c554-9077-459c-a81b-53731b76d47c.json,https://www.ebi.ac.uk/gwas/search?query=psoriasis,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_110,Tier 1,general,GWAS Catalog,my_general_general_wrapper_dbbd7faa-3882-4a82-9f8f-21ecc32f64c1.json,https://www.ebi.ac.uk/gwas/search?query=arthritis,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_111,Tier 1,general,GWAS Catalog,my_general_general_wrapper_d8d3bf87-4d9c-49d4-9d59-e2084cdb9b13.json,https://www.ebi.ac.uk/gwas/search?query=melanoma,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_112,Tier 1,general,GWAS Catalog,my_general_general_wrapper_57592913-a102-4523-a4df-ec60ac8b6fc3.json,https://www.ebi.ac.uk/gwas/search?query=height,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_113,Tier 1,general,GWAS Catalog,my_general_general_wrapper_08708f71-cdf1-406a-ba71-89db2e9d6c29.json,https://www.ebi.ac.uk/gwas/search?query=bmi,"Title, Author, PMID",Success,1.54,Minor parsing artifact / formatting mismatch
RUN_114,Tier 1,general,GWAS Catalog,my_general_general_wrapper_f9c9bdf7-425b-4cc5-a929-c4491cfd4066.json,https://www.ebi.ac.uk/gwas/search?query=cholesterol,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_115,Tier 1,general,GWAS Catalog,my_general_general_wrapper_21563390-5b5f-43ad-82d4-be9389e3d7c3.json,https://www.ebi.ac.uk/gwas/search?query=triglycerides,"Title, Author, PMID",Success,0.27,Minor parsing artifact / formatting mismatch
RUN_116,Tier 1,general,GWAS Catalog,my_general_general_wrapper_456f83b0-71b0-488f-ae4f-640876db96fb.json,https://www.ebi.ac.uk/gwas/search?query=glucose,"Title, Author, PMID",Success,0.23,Minor parsing artifact / formatting mismatch
RUN_117,Tier 1,general,GWAS Catalog,my_general_general_wrapper_a7c6e609-8d0f-4e61-8b19-ebdade7b5ded.json,https://www.ebi.ac.uk/gwas/search?query=insulin,"Title, Author, PMID",Success,0.01,Minor parsing artifact / formatting mismatch
RUN_118,Tier 1,general,GWAS Catalog,my_general_general_wrapper_d1f3ab46-0ef0-4f42-af57-426da89358a6.json,https://www.ebi.ac.uk/gwas/search?query=creatinine,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_119,Tier 1,general,GWAS Catalog,my_general_general_wrapper_e0d4d138-f451-474e-a7c0-6199354bc4ae.json,https://www.ebi.ac.uk/gwas/search?query=urate,"Title, Author, PMID",Success,0.41,Minor parsing artifact / formatting mismatch
RUN_120,Tier 1,general,GWAS Catalog,my_general_general_wrapper_d3fe57ca-d971-43a7-8808-3c8fc5d53369.json,https://www.ebi.ac.uk/gwas/search?query=bilirubin,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_121,Tier 1,general,GWAS Catalog,my_general_general_wrapper_ed9c8d6f-30d7-44e5-a950-387419804004.json,https://www.ebi.ac.uk/gwas/search?query=albumin,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_122,Tier 1,general,GWAS Catalog,my_general_general_wrapper_e828dd7d-e93a-4b19-8766-10fc9c19a99b.json,https://www.ebi.ac.uk/gwas/search?query=calcium,"Title, Author, PMID",Success,0.25,Minor parsing artifact / formatting mismatch
RUN_123,Tier 1,general,GWAS Catalog,my_general_general_wrapper_bb2ad070-5d26-4015-a004-fc9da69fb7d0.json,https://www.ebi.ac.uk/gwas/search?query=potassium,"Title, Author, PMID",Success,0.09,Minor parsing artifact / formatting mismatch
RUN_124,Tier 1,general,GWAS Catalog,my_general_general_wrapper_fada47be-7f53-468c-828c-bcf1821dda5b.json,https://www.ebi.ac.uk/gwas/search?query=sodium,"Title, Author, PMID",Success,0.83,Minor parsing artifact / formatting mismatch
RUN_125,Tier 1,general,GWAS Catalog,my_general_general_wrapper_edfcf613-da9f-467c-8067-1359412fbe50.json,https://www.ebi.ac.uk/gwas/search?query=magnesium,"Title, Author, PMID",Success,0.08,Minor parsing artifact / formatting mismatch
RUN_126,Tier 1,general,GWAS Catalog,my_general_general_wrapper_caac9b8e-607e-49bc-879e-77ed228f234b.json,https://www.ebi.ac.uk/gwas/search?query=phosphorus,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_127,Tier 1,general,GWAS Catalog,my_general_general_wrapper_bc9a147c-4050-45ec-9d21-f7efbc010377.json,https://www.ebi.ac.uk/gwas/search?query=fibrinogen,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_128,Tier 1,general,GWAS Catalog,my_general_general_wrapper_c55a0d2e-42ca-470a-9137-89110eeb8197.json,https://www.ebi.ac.uk/gwas/search?query=hemoglobin,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_129,Tier 1,general,GWAS Catalog,my_general_general_wrapper_4d307a55-67d0-4e07-a077-17427a6acff1.json,https://www.ebi.ac.uk/gwas/search?query=platelet,"Title, Author, PMID",Success,0.54,Minor parsing artifact / formatting mismatch
RUN_130,Tier 1,general,GWAS Catalog,my_general_general_wrapper_80bc9918-e38e-46f7-814d-e5a5a225ab4a.json,https://www.ebi.ac.uk/gwas/search?query=leukocyte,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_131,Tier 1,general,GWAS Catalog,my_general_general_wrapper_3ad1d221-fc58-4a3d-b25f-ed2b186fe710.json,https://www.ebi.ac.uk/gwas/search?query=monocyte,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_132,Tier 1,general,GWAS Catalog,my_general_general_wrapper_5e61f31a-4337-45bb-b1a5-7f4fb222ad10.json,https://www.ebi.ac.uk/gwas/search?query=eosinophil,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_133,Tier 1,general,GWAS Catalog,my_general_general_wrapper_95bdad0a-f056-4ef3-a32a-9349422a25e2.json,https://www.ebi.ac.uk/gwas/search?query=basophil,"Title, Author, PMID",Success,0.06,Minor parsing artifact / formatting mismatch
RUN_134,Tier 1,general,GWAS Catalog,my_general_general_wrapper_7ad02e5a-2967-47d1-bc72-3775a04a02d1.json,https://www.ebi.ac.uk/gwas/search?query=lymphocyte,"Title, Author, PMID",Success,0.36,Minor parsing artifact / formatting mismatch
RUN_135,Tier 1,general,GWAS Catalog,my_general_general_wrapper_4fb03bd3-14bc-407f-a903-2e1cfb459bd6.json,https://www.ebi.ac.uk/gwas/search?query=neutrophil,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_136,Tier 1,general,GWAS Catalog,my_general_general_wrapper_2fa7e10b-e436-4f27-8669-2aa96216ea32.json,https://www.ebi.ac.uk/gwas/search?query=autism,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_137,Tier 1,general,GWAS Catalog,my_general_general_wrapper_ce6c06f5-a80a-446a-afd1-05a8a182e56e.json,https://www.ebi.ac.uk/gwas/search?query=epilepsy,"Title, Author, PMID",Success,0.18,Minor parsing artifact / formatting mismatch
RUN_138,Tier 1,general,GWAS Catalog,my_general_general_wrapper_c18e0ed4-55b4-419b-9e6a-e92f223f7bd9.json,https://www.ebi.ac.uk/gwas/search?query=glaucoma,"Title, Author, PMID",Success,1.23,Minor parsing artifact / formatting mismatch
RUN_139,Tier 1,general,GWAS Catalog,my_general_general_wrapper_3503bd0b-9d3c-4625-95ab-de9a6ae81a07.json,https://www.ebi.ac.uk/gwas/search?query=cataract,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_140,Tier 1,general,GWAS Catalog,my_general_general_wrapper_dd1daa6f-e1cf-4a6d-b8b5-991c49b1aa1d.json,https://www.ebi.ac.uk/gwas/search?query=tuberculosis,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_141,Tier 1,general,GWAS Catalog,my_general_general_wrapper_b5e5a504-c5a4-4213-b67d-f5a2f4cb85f4.json,https://www.ebi.ac.uk/gwas/search?query=parkinson,"Title, Author, PMID",Success,0.2,Minor parsing artifact / formatting mismatch
RUN_142,Tier 1,general,GWAS Catalog,my_general_general_wrapper_ad268896-0636-46de-bd82-020843f6032a.json,https://www.ebi.ac.uk/gwas/search?query=lupus,"Title, Author, PMID",Success,0.18,Minor parsing artifact / formatting mismatch
RUN_143,Tier 1,general,GWAS Catalog,my_general_general_wrapper_ab461cf4-c00d-48d7-a10e-310eeb2aa1de.json,https://www.ebi.ac.uk/gwas/search?query=crohn,"Title, Author, PMID",Success,0.13,Minor parsing artifact / formatting mismatch
RUN_144,Tier 1,general,GWAS Catalog,my_general_general_wrapper_902263e9-f902-44a7-b73f-0bc3ed5feb06.json,https://www.ebi.ac.uk/gwas/search?query=colitis,"Title, Author, PMID",Success,0.89,Minor parsing artifact / formatting mismatch
RUN_145,Tier 1,general,GWAS Catalog,my_general_general_wrapper_492987e1-5cef-429f-9dae-c5b96d3614a8.json,https://www.ebi.ac.uk/gwas/search?query=sclerosis,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_146,Tier 1,general,GWAS Catalog,my_general_general_wrapper_a3f17469-befa-4a78-b8ac-3b419510bb50.json,https://www.ebi.ac.uk/gwas/search?query=osteoporosis,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_147,Tier 1,general,GWAS Catalog,my_general_general_wrapper_9ed384b4-41df-4eec-8d8f-0578227b6358.json,https://www.ebi.ac.uk/gwas/search?query=anemia,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_148,Tier 1,general,GWAS Catalog,my_general_general_wrapper_2b64fffc-26b9-4e60-b3ea-ade648f978a5.json,https://www.ebi.ac.uk/gwas/search?query=thrombosis,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_149,Tier 1,general,GWAS Catalog,my_general_general_wrapper_fa28fd34-52ae-4f4f-9c18-09392282c674.json,https://www.ebi.ac.uk/gwas/search?query=embolism,"Title, Author, PMID",Success,0.33,Minor parsing artifact / formatting mismatch
RUN_150,Tier 1,general,GWAS Catalog,my_general_general_wrapper_44d8ba21-868f-4c89-a8bc-8a7e4834aa1e.json,https://www.ebi.ac.uk/gwas/search?query=aneurysm,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_151,Tier 1,general,GWAS Catalog,my_general_general_wrapper_a8144d57-386d-4091-bdde-793ef9565df8.json,https://www.ebi.ac.uk/gwas/search?query=atherosclerosis,"Title, Author, PMID",Success,0.0,No extraction errors observed
RUN_152,Tier 1,general,NCBI Gene,my_general_general_wrapper_866d3479-9124-4d2a-ac69-46e502061875.json,https://www.ncbi.nlm.nih.gov/gene/7157,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_153,Tier 1,general,NCBI Gene,my_general_general_wrapper_b7990cc5-c4c1-4dc5-b6ad-c98ea341a873.json,https://www.ncbi.nlm.nih.gov/gene/672,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,1.03,Minor parsing artifact / formatting mismatch
RUN_154,Tier 1,general,NCBI Gene,my_general_general_wrapper_a09001a4-f734-4b49-9daf-0d390c0ef32c.json,https://www.ncbi.nlm.nih.gov/gene/1956,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.03,Minor parsing artifact / formatting mismatch
RUN_155,Tier 1,general,NCBI Gene,my_general_general_wrapper_6fb4e00c-a614-49e9-9c4b-5be4e64478f2.json,https://www.ncbi.nlm.nih.gov/gene/7422,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.11,Minor parsing artifact / formatting mismatch
RUN_156,Tier 1,general,NCBI Gene,my_general_general_wrapper_bed6a2f7-4445-47e8-82c8-f51fc06aa45c.json,https://www.ncbi.nlm.nih.gov/gene/5290,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_157,Tier 1,general,NCBI Gene,my_general_general_wrapper_97dd099e-b694-46a3-86f6-5e21eade4f2a.json,https://www.ncbi.nlm.nih.gov/gene/4609,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_158,Tier 1,general,NCBI Gene,my_general_general_wrapper_b970d370-4597-4797-9ef9-a0d3edc44a49.json,https://www.ncbi.nlm.nih.gov/gene/2597,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_159,Tier 1,general,NCBI Gene,my_general_general_wrapper_f7e31326-9b61-49fe-82c6-d143d98c51e9.json,https://www.ncbi.nlm.nih.gov/gene/348,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_160,Tier 1,general,NCBI Gene,my_general_general_wrapper_171429ca-652f-4640-9a4c-1c813c252246.json,https://www.ncbi.nlm.nih.gov/gene/5728,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_161,Tier 1,general,NCBI Gene,my_general_general_wrapper_42972f44-fe0d-481a-a1ba-290d451e21ef.json,https://www.ncbi.nlm.nih.gov/gene/207,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_162,Tier 1,general,NCBI Gene,my_general_general_wrapper_0121daff-2669-45f1-b5ca-185f004a4abf.json,https://www.ncbi.nlm.nih.gov/gene/324,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.73,Minor parsing artifact / formatting mismatch
RUN_163,Tier 1,general,NCBI Gene,my_general_general_wrapper_f7b3f526-c447-4f68-925a-855eafe4e979.json,https://www.ncbi.nlm.nih.gov/gene/1080,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_164,Tier 1,general,NCBI Gene,my_general_general_wrapper_129622bf-7f81-43f6-8f48-c2d4c6cee8ab.json,https://www.ncbi.nlm.nih.gov/gene/3320,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.26,Minor parsing artifact / formatting mismatch
RUN_165,Tier 1,general,NCBI Gene,my_general_general_wrapper_d5582b8e-3fe8-4a28-857f-7bd4e81c95e2.json,https://www.ncbi.nlm.nih.gov/gene/4524,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_166,Tier 1,general,NCBI Gene,my_general_general_wrapper_dfd97b6f-197c-4deb-916e-0e5df9344009.json,https://www.ncbi.nlm.nih.gov/gene/7423,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,1.8,Minor parsing artifact / formatting mismatch
RUN_167,Tier 1,general,NCBI Gene,my_general_general_wrapper_d8173880-70a3-4b49-adb3-c8e02c55de11.json,https://www.ncbi.nlm.nih.gov/gene/7124,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_168,Tier 1,general,NCBI Gene,my_general_general_wrapper_c352d201-79ab-4019-8705-f74393ac8c8e.json,https://www.ncbi.nlm.nih.gov/gene/3569,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.61,Minor parsing artifact / formatting mismatch
RUN_169,Tier 1,general,NCBI Gene,my_general_general_wrapper_2572a52b-91ab-4477-804c-1115351d2275.json,https://www.ncbi.nlm.nih.gov/gene/3630,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.01,Minor parsing artifact / formatting mismatch
RUN_170,Tier 1,general,NCBI Gene,my_general_general_wrapper_f955b410-c7ab-41ca-8643-13386ee0eefa.json,https://www.ncbi.nlm.nih.gov/gene/2099,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_171,Tier 1,general,NCBI Gene,my_general_general_wrapper_eab0d03f-5589-45de-9917-1aa0b9383c4a.json,https://www.ncbi.nlm.nih.gov/gene/5594,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.16,Minor parsing artifact / formatting mismatch
RUN_172,Tier 1,general,NCBI Gene,my_general_general_wrapper_c51e43b9-6e86-4684-9a71-e5b79bcae9ef.json,https://www.ncbi.nlm.nih.gov/gene/1017,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,1.74,Minor parsing artifact / formatting mismatch
RUN_173,Tier 1,general,NCBI Gene,my_general_general_wrapper_f52c28b3-fac9-4214-a51f-e779e18fe6fc.json,https://www.ncbi.nlm.nih.gov/gene/1021,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_174,Tier 1,general,NCBI Gene,my_general_general_wrapper_d8078bf7-2f49-4d01-95e0-77f4d3179d81.json,https://www.ncbi.nlm.nih.gov/gene/472,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_175,Tier 1,general,NCBI Gene,my_general_general_wrapper_c33e6919-061a-442c-86c8-e25ea81d1280.json,https://www.ncbi.nlm.nih.gov/gene/11200,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_176,Tier 1,general,NCBI Gene,my_general_general_wrapper_c285aa9b-cbd2-45d2-a3b5-723f55c01e27.json,https://www.ncbi.nlm.nih.gov/gene/4292,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_177,Tier 1,general,NCBI Gene,my_general_general_wrapper_b6db9368-45af-471a-b29c-ee8f1dc279e5.json,https://www.ncbi.nlm.nih.gov/gene/4436,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_178,Tier 1,general,NCBI Gene,my_general_general_wrapper_5ab4ebc1-1876-4324-8514-a63953a4c53d.json,https://www.ncbi.nlm.nih.gov/gene/2956,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.12,Minor parsing artifact / formatting mismatch
RUN_179,Tier 1,general,NCBI Gene,my_general_general_wrapper_e8486226-d50d-4dd8-8c1a-609abfdb3d0a.json,https://www.ncbi.nlm.nih.gov/gene/5395,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Failure,100.0,Session/Network Timeout
RUN_180,Tier 1,general,NCBI Gene,my_general_general_wrapper_cfe7b473-7265-4f8f-8b86-b1420f3298cc.json,https://www.ncbi.nlm.nih.gov/gene/79728,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_181,Tier 1,general,NCBI Gene,my_general_general_wrapper_500de1c0-55e7-438c-b2fe-fc962964f7d0.json,https://www.ncbi.nlm.nih.gov/gene/6794,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.37,Minor parsing artifact / formatting mismatch
RUN_182,Tier 1,general,NCBI Gene,my_general_general_wrapper_e9e07e39-8cb0-4ac8-82a5-dcbff92b023d.json,https://www.ncbi.nlm.nih.gov/gene/999,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_183,Tier 1,general,NCBI Gene,my_general_general_wrapper_339a9284-323e-4cc2-b763-4062ad29202c.json,https://www.ncbi.nlm.nih.gov/gene/5925,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.06,Minor parsing artifact / formatting mismatch
RUN_184,Tier 1,general,NCBI Gene,my_general_general_wrapper_635809be-2c7e-4cea-b5bd-accca05596db.json,https://www.ncbi.nlm.nih.gov/gene/5979,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_185,Tier 1,general,NCBI Gene,my_general_general_wrapper_cd71259a-4fb7-4c87-8bcc-dda8941c21b8.json,https://www.ncbi.nlm.nih.gov/gene/4233,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.25,Minor parsing artifact / formatting mismatch
RUN_186,Tier 1,general,NCBI Gene,my_general_general_wrapper_767f8dd9-077e-44d4-b513-05529edcb4ae.json,https://www.ncbi.nlm.nih.gov/gene/238,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,1.25,Minor parsing artifact / formatting mismatch
RUN_187,Tier 1,general,NCBI Gene,my_general_general_wrapper_b3db64fd-07ef-476c-bf5b-caa33a818a14.json,https://www.ncbi.nlm.nih.gov/gene/6093,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_188,Tier 1,general,NCBI Gene,my_general_general_wrapper_e8768d6e-21a2-4932-8339-f47dd55d5ad1.json,https://www.ncbi.nlm.nih.gov/gene/673,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_189,Tier 1,general,NCBI Gene,my_general_general_wrapper_6d2f6f79-1aac-441f-b80e-8f2ea617ddce.json,https://www.ncbi.nlm.nih.gov/gene/3717,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_190,Tier 1,general,NCBI Gene,my_general_general_wrapper_21cebaa3-aa8b-47ba-937c-1b59e807d44f.json,https://www.ncbi.nlm.nih.gov/gene/4361,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_191,Tier 1,general,NCBI Gene,my_general_general_wrapper_a6695c29-52a1-4340-97c7-4033effeec18.json,https://www.ncbi.nlm.nih.gov/gene/811,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_192,Tier 1,general,NCBI Gene,my_general_general_wrapper_c888efb1-cfd7-4372-b17b-857be2b66573.json,https://www.ncbi.nlm.nih.gov/gene/10000,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.27,Minor parsing artifact / formatting mismatch
RUN_193,Tier 1,general,NCBI Gene,my_general_general_wrapper_77c1b6f5-9c3a-4f3f-93b4-40dcea945558.json,https://www.ncbi.nlm.nih.gov/gene/546,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_194,Tier 1,general,NCBI Gene,my_general_general_wrapper_3ffc9288-9903-4ef5-a7bc-bb2cc1c23e1b.json,https://www.ncbi.nlm.nih.gov/gene/1786,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.55,Minor parsing artifact / formatting mismatch
RUN_195,Tier 1,general,NCBI Gene,my_general_general_wrapper_bbf91237-2686-4efc-be19-7e40f0edd71c.json,https://www.ncbi.nlm.nih.gov/gene/3091,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_196,Tier 1,general,NCBI Gene,my_general_general_wrapper_e595f5ee-b14c-48e3-b0b8-bdcb799ffce4.json,https://www.ncbi.nlm.nih.gov/gene/2260,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_197,Tier 1,general,NCBI Gene,my_general_general_wrapper_91611054-6da8-4b29-9daf-ebc8ab4baf7f.json,https://www.ncbi.nlm.nih.gov/gene/2263,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_198,Tier 1,general,NCBI Gene,my_general_general_wrapper_6f3db034-b47a-4f38-bd2d-b5a11366d999.json,https://www.ncbi.nlm.nih.gov/gene/2064,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.94,Minor parsing artifact / formatting mismatch
RUN_199,Tier 1,general,NCBI Gene,my_general_general_wrapper_1d54a21b-d300-4eba-9ac9-318de09f983f.json,https://www.ncbi.nlm.nih.gov/gene/2066,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
RUN_200,Tier 1,general,NCBI Gene,my_general_general_wrapper_7ab34769-4a3c-4d00-884f-d402015d82d1.json,https://www.ncbi.nlm.nih.gov/gene/1435,"Official Symbol, Official Full Name, Primary source, Organism, Gene type",Success,0.0,No extraction errors observed
